Date, Open, High, Low, Close
08/07/18, 11171.96, 11253.07, 11142.71, 11217.56
08/06/18, 11102.03, 11180.65, 11069.78, 11161.35
08/03/18, 11063.63, 11112.41, 11030.64, 11096.97
08/02/18, 10952.31, 11075.35, 10925.13, 11055.21
08/01/18, 11083.81, 11090.41, 10955.72, 10983.03
07/31/18, 10962.55, 11143.57, 10962.55, 11077.10
07/30/18, 10989.04, 11098.78, 10923.26, 10933.53
07/27/18, 10980.66, 11023.94, 10905.18, 10957.18
07/26/18, 10865.80, 11052.40, 10845.91, 10984.86
07/25/18, 10651.21, 10898.81, 10621.56, 10893.29
07/24/18, 10850.80, 10888.70, 10621.95, 10648.59
07/23/18, 10753.63, 10828.86, 10730.06, 10813.55
07/20/18, 10724.43, 10779.16, 10688.37, 10741.50
07/19/18, 10694.86, 10768.33, 10601.98, 10747.65
07/18/18, 10549.67, 10754.14, 10549.67, 10702.23
07/17/18, 10426.56, 10485.98, 10412.96, 10463.13
07/16/18, 10609.69, 10632.52, 10356.84, 10435.52
07/13/18, 10478.25, 10577.17, 10464.77, 10546.41
07/12/18, 10483.68, 10531.08, 10414.42, 10488.62
07/11/18, 10615.03, 10615.03, 10413.76, 10442.47
07/10/18, 10690.24, 10721.02, 10584.54, 10655.23
07/09/18, 10505.93, 10698.31, 10505.93, 10687.66
07/06/18, 10433.32, 10520.08, 10384.74, 10473.93
07/05/18, 10391.75, 10433.72, 10330.85, 10426.62
07/03/18, 10448.24, 10491.26, 10346.45, 10367.18
07/02/18, 10311.88, 10452.68, 10291.45, 10448.20
06/29/18, 10330.48, 10467.92, 10330.30, 10344.99
06/28/18, 10308.17, 10345.66, 10192.09, 10307.56
06/27/18, 10493.43, 10547.45, 10330.30, 10331.58
06/26/18, 10522.09, 10549.67, 10420.03, 10474.96
06/25/18, 10748.97, 10750.88, 10444.82, 10521.23
06/22/18, 10859.52, 10924.83, 10765.58, 10773.20
06/21/18, 10871.71, 10893.42, 10757.13, 10826.84
06/20/18, 10883.91, 10934.66, 10807.55, 10872.93
06/19/18, 10998.19, 10998.19, 10772.62, 10863.30
06/18/18, 11029.52, 11093.18, 10953.64, 11049.85
06/15/18, 10979.98, 11092.52, 10915.63, 11073.99
06/14/18, 11028.45, 11081.25, 10973.90, 11009.49
06/13/18, 11098.80, 11101.82, 10978.09, 11003.15
06/12/18, 11063.87, 11128.35, 11026.77, 11088.93
06/11/18, 10948.95, 11115.44, 10943.50, 11054.73
06/08/18, 10833.25, 10941.09, 10815.96, 10938.47
06/07/18, 10851.29, 10875.70, 10779.60, 10842.82
06/06/18, 10773.38, 10838.98, 10700.31, 10838.98
06/05/18, 10803.86, 10836.17, 10685.96, 10769.97
06/04/18, 10912.13, 10973.89, 10785.75, 10814.04
06/01/18, 10805.39, 10918.05, 10805.39, 10893.97
05/31/18, 10913.41, 10936.41, 10729.58, 10750.33
05/30/18, 10774.84, 10966.79, 10770.95, 10918.72
05/29/18, 10874.61, 10874.61, 10702.99, 10755.33
05/25/18, 10848.30, 10954.29, 10842.76, 10900.06
05/24/18, 10732.35, 10885.12, 10710.18, 10852.75
05/23/18, 10702.91, 10730.46, 10633.94, 10727.35
05/22/18, 10872.75, 10911.98, 10732.59, 10741.62
05/21/18, 10774.05, 10910.55, 10773.98, 10867.32
05/18/18, 10731.89, 10759.95, 10676.11, 10730.46
05/17/18, 10704.43, 10822.49, 10704.43, 10742.96
05/16/18, 10625.91, 10760.70, 10610.64, 10702.54
05/15/18, 10630.11, 10642.19, 10585.12, 10615.67
05/14/18, 10738.20, 10782.15, 10641.50, 10663.16
05/11/18, 10612.56, 10751.39, 10611.02, 10713.57
05/10/18, 10522.51, 10625.08, 10507.87, 10605.79
05/09/18, 10438.29, 10539.07, 10421.74, 10507.88
05/08/18, 10381.26, 10518.71, 10358.77, 10445.21
05/07/18, 10379.61, 10420.01, 10329.38, 10361.75
05/04/18, 10220.68, 10427.81, 10172.40, 10370.23
05/03/18, 10269.26, 10307.39, 10080.84, 10254.64
05/02/18, 10343.52, 10409.65, 10264.76, 10285.91
05/01/18, 10420.17, 10437.25, 10293.14, 10388.39
04/30/18, 10565.68, 10617.34, 10414.30, 10423.57
04/27/18, 10413.27, 10559.67, 10401.33, 10549.40
04/26/18, 10466.00, 10503.17, 10297.79, 10413.88
04/25/18, 10397.78, 10551.04, 10369.75, 10508.13
04/24/18, 10648.10, 10684.03, 10309.34, 10400.10
04/23/18, 10605.00, 10664.40, 10566.72, 10621.15
04/20/18, 10674.07, 10696.44, 10543.26, 10578.90
04/19/18, 10756.80, 10756.80, 10606.89, 10671.81
04/18/18, 10659.10, 10838.86, 10650.78, 10770.15
04/17/18, 10657.12, 10687.01, 10548.71, 10592.56
04/16/18, 10457.16, 10646.09, 10437.40, 10610.18
04/13/18, 10388.70, 10467.65, 10334.93, 10369.49
04/12/18, 10221.47, 10408.40, 10221.47, 10360.41
04/11/18, 10181.24, 10252.03, 10149.37, 10192.82
04/10/18, 10192.21, 10291.24, 10162.55, 10228.42
04/09/18, 10176.21, 10260.16, 10107.35, 10119.36
04/06/18, 10403.33, 10403.33, 10036.54, 10146.37
04/05/18, 10431.98, 10486.54, 10335.42, 10453.66
04/04/18, 10273.08, 10404.85, 10184.67, 10388.03
04/03/18, 10235.62, 10410.34, 10229.65, 10394.25
04/02/18, 10378.70, 10428.00, 10084.58, 10190.57
03/29/18, 10224.28, 10480.51, 10223.88, 10396.56
03/28/18, 10193.31, 10290.06, 10109.47, 10188.19
03/27/18, 10401.26, 10445.13, 10136.80, 10181.42
03/26/18, 10239.40, 10387.14, 10167.13, 10373.21
03/23/18, 10365.53, 10432.98, 10142.10, 10163.32
03/22/18, 10612.86, 10612.86, 10346.85, 10353.46
03/21/18, 10683.65, 10794.39, 10653.16, 10657.73
03/20/18, 10672.67, 10722.47, 10661.52, 10694.31
03/19/18, 10667.67, 10692.57, 10543.97, 10646.57
03/16/18, 10602.32, 10738.66, 10598.05, 10683.82
03/15/18, 10584.15, 10648.71, 10548.50, 10592.01
03/14/18, 10777.71, 10799.56, 10556.92, 10573.48
03/13/18, 10737.41, 10837.51, 10737.41, 10758.38
03/12/18, 10752.04, 10759.60, 10677.19, 10706.93
03/09/18, 10522.88, 10741.71, 10511.02, 10739.91
03/08/18, 10429.36, 10496.23, 10343.83, 10465.63
03/07/18, 10374.74, 10431.39, 10331.45, 10408.88
03/06/18, 10370.50, 10451.08, 10325.94, 10435.52
03/05/18, 10295.73, 10378.55, 10172.58, 10348.34
03/02/18, 10243.34, 10363.43, 10146.57, 10332.98
03/01/18, 10377.72, 10535.73, 10259.57, 10330.72
02/28/18, 10542.08, 10573.33, 10380.04, 10381.99
02/27/18, 10780.02, 10823.17, 10522.82, 10523.79
02/26/18, 10614.23, 10795.93, 10605.99, 10769.84
02/23/18, 10474.29, 10580.09, 10473.43, 10578.90
02/22/18, 10438.08, 10548.12, 10406.01, 10428.87
02/21/18, 10324.75, 10560.49, 10319.83, 10372.06
02/20/18, 10473.87, 10475.30, 10304.78, 10340.60
02/16/18, 10547.87, 10610.13, 10469.32, 10502.33
02/15/18, 10517.76, 10558.75, 10366.83, 10556.35
02/14/18, 10329.44, 10495.45, 10294.08, 10482.16
02/13/18, 10262.56, 10415.00, 10196.57, 10380.71
02/12/18, 10176.06, 10368.37, 10119.06, 10301.28
02/09/18, 10199.04, 10213.14, 9806.79, 10136.61
02/08/18, 10560.07, 10560.07, 10159.60, 10159.60
02/07/18, 10499.90, 10669.28, 10481.61, 10560.59
02/06/18, 10212.88, 10581.41, 10121.40, 10528.85
02/05/18, 10636.06, 10763.90, 10349.62, 10350.41
02/02/18, 10877.57, 10895.57, 10674.28, 10687.18
02/01/18, 10919.75, 10999.25, 10856.37, 10920.06
01/31/18, 10990.08, 11128.37, 10934.93, 10972.06
01/30/18, 11088.81, 11088.81, 10956.73, 10965.41
01/29/18, 11111.06, 11206.86, 11099.33, 11114.23
01/26/18, 11042.23, 11128.93, 11017.55, 11125.75
01/25/18, 11149.80, 11149.80, 10972.60, 11007.66
01/24/18, 11238.41, 11256.94, 11093.04, 11184.40
01/23/18, 11345.68, 11361.23, 11265.42, 11344.55
01/22/18, 11316.26, 11358.63, 11236.98, 11357.59
01/19/18, 11262.55, 11307.45, 11206.99, 11305.41
01/18/18, 11259.93, 11328.49, 11239.67, 11262.86
01/17/18, 11244.45, 11280.30, 11198.51, 11258.47
01/16/18, 11389.78, 11423.92, 11171.59, 11227.31
01/12/18, 11306.93, 11380.32, 11281.76, 11373.38
01/11/18, 11051.92, 11301.98, 11047.72, 11284.32
01/10/18, 11026.53, 11093.54, 10991.94, 11030.10
01/09/18, 11008.41, 11051.70, 11007.49, 11018.46
01/08/18, 10929.71, 11000.37, 10924.87, 10997.63
01/05/18, 10888.60, 10986.83, 10845.08, 10911.74
01/04/18, 10859.30, 10917.01, 10804.70, 10854.55
01/03/18, 10805.44, 10843.17, 10746.31, 10820.74
01/02/18, 10655.97, 10810.60, 10653.29, 10809.96
12/29/17, 10675.28, 10695.04, 10612.17, 10612.29
12/28/17, 10671.74, 10685.24, 10601.50, 10660.11
12/27/17, 10677.35, 10698.18, 10663.40, 10697.21
12/26/17, 10673.69, 10740.17, 10659.16, 10672.66
12/22/17, 10635.35, 10682.86, 10599.05, 10674.97
12/21/17, 10673.76, 10691.01, 10589.01, 10629.71
12/20/17, 10578.85, 10676.36, 10578.85, 10628.74
12/19/17, 10540.36, 10550.68, 10479.41, 10535.91
12/18/17, 10432.42, 10531.75, 10432.42, 10522.26
12/15/17, 10308.28, 10435.64, 10302.37, 10393.01
12/14/17, 10431.96, 10446.43, 10306.30, 10327.95
12/13/17, 10373.15, 10467.92, 10369.56, 10398.98
12/12/17, 10383.44, 10404.25, 10346.20, 10367.91
12/11/17, 10406.89, 10416.00, 10345.71, 10370.83
12/08/17, 10408.90, 10449.12, 10374.57, 10402.51
12/07/17, 10216.48, 10380.21, 10205.90, 10361.39
12/06/17, 10229.94, 10265.31, 10178.29, 10227.81
12/05/17, 10376.13, 10382.44, 10227.13, 10229.03
12/04/17, 10285.07, 10504.80, 10278.92, 10368.58
12/01/17, 10264.91, 10292.04, 10011.95, 10186.63
11/30/17, 10082.51, 10347.93, 10082.51, 10274.77
11/29/17, 9762.86, 10090.48, 9756.37, 10076.38
11/28/17, 9615.08, 9757.65, 9591.59, 9754.03
11/27/17, 9611.43, 9640.97, 9565.44, 9595.23
11/24/17, 9637.26, 9656.31, 9611.90, 9620.20
11/22/17, 9619.84, 9651.55, 9609.71, 9626.66
11/21/17, 9537.48, 9623.20, 9529.44, 9614.72
11/20/17, 9480.22, 9525.61, 9456.16, 9521.95
11/17/17, 9561.30, 9568.40, 9469.90, 9483.09
11/16/17, 9467.00, 9600.76, 9465.05, 9593.09
11/15/17, 9466.21, 9473.30, 9420.16, 9440.87
11/14/17, 9486.44, 9514.94, 9468.55, 9489.18
11/13/17, 9484.36, 9522.34, 9458.82, 9518.84
11/10/17, 9509.77, 9518.54, 9484.91, 9501.36
11/09/17, 9593.46, 9604.91, 9495.89, 9517.50
11/08/17, 9649.68, 9652.94, 9596.23, 9630.77
11/07/17, 9720.77, 9766.80, 9658.64, 9671.79
11/06/17, 9750.43, 9759.94, 9720.62, 9731.79
11/03/17, 9771.94, 9798.25, 9728.13, 9755.00
11/02/17, 9781.13, 9811.87, 9679.28, 9778.33
11/01/17, 9805.56, 9840.82, 9743.02, 9783.81
10/31/17, 9804.52, 9819.06, 9756.01, 9758.47
10/30/17, 9899.37, 9902.69, 9799.61, 9802.70
10/27/17, 9886.51, 9931.89, 9878.07, 9931.65
10/26/17, 9837.36, 9947.92, 9834.95, 9881.46
10/25/17, 9952.48, 9958.51, 9767.69, 9790.09
10/24/17, 9945.84, 9995.47, 9936.40, 9951.51
10/23/17, 10000.12, 10008.34, 9934.88, 9939.39
10/20/17, 9929.88, 9983.39, 9929.88, 9972.10
10/19/17, 9873.23, 9887.91, 9790.58, 9886.51
10/18/17, 9837.23, 9936.91, 9837.23, 9899.67
10/17/17, 9828.30, 9876.04, 9799.68, 9824.14
10/16/17, 9932.99, 9971.88, 9819.94, 9857.15
10/13/17, 10052.01, 10080.51, 9928.58, 9936.22
10/12/17, 9973.50, 10049.73, 9960.59, 10038.13
10/11/17, 9930.25, 9992.75, 9929.15, 9976.66
10/10/17, 9946.09, 9988.38, 9920.33, 9928.48
10/09/17, 9889.44, 9919.90, 9836.96, 9864.89
10/06/17, 9905.40, 9946.82, 9853.66, 9886.88
10/05/17, 9899.43, 9912.86, 9860.60, 9909.42
10/04/17, 9977.76, 10010.44, 9917.89, 9921.84
10/03/17, 9906.98, 9978.71, 9906.98, 9973.80
10/02/17, 9907.41, 9930.74, 9842.02, 9907.83
09/29/17, 9904.48, 9934.81, 9891.32, 9914.35
09/28/17, 9830.90, 9903.70, 9819.75, 9886.82
09/27/17, 9797.15, 9859.53, 9787.19, 9841.99
09/26/17, 9728.02, 9795.88, 9705.91, 9779.85
09/25/17, 9698.78, 9725.43, 9644.39, 9715.10
09/22/17, 9673.50, 9713.25, 9652.02, 9704.38
09/21/17, 9654.34, 9698.76, 9618.88, 9668.99
09/20/17, 9518.66, 9659.70, 9515.93, 9654.37
09/19/17, 9521.46, 9549.18, 9486.86, 9507.08
09/18/17, 9553.07, 9564.24, 9510.01, 9514.64
09/15/17, 9472.49, 9546.25, 9466.95, 9546.25
09/14/17, 9518.78, 9562.24, 9491.12, 9509.77
09/13/17, 9536.26, 9538.03, 9482.75, 9531.05
09/12/17, 9482.52, 9550.61, 9477.30, 9544.55
09/11/17, 9419.19, 9483.82, 9419.19, 9483.69
09/08/17, 9334.58, 9399.16, 9296.02, 9383.74
09/07/17, 9318.83, 9357.02, 9309.30, 9346.03
09/06/17, 9253.56, 9346.72, 9237.46, 9310.15
09/05/17, 9335.68, 9336.01, 9247.47, 9267.39
09/01/17, 9345.67, 9396.39, 9340.74, 9356.02
08/31/17, 9323.58, 9363.06, 9294.38, 9319.05
08/30/17, 9255.73, 9343.12, 9249.40, 9309.79
08/29/17, 9120.41, 9246.80, 9086.38, 9237.18
08/28/17, 9146.69, 9165.89, 9107.86, 9156.96
08/25/17, 9042.50, 9171.70, 9042.50, 9133.75
08/24/17, 9104.94, 9134.94, 9010.19, 9021.12
08/23/17, 9175.41, 9177.45, 9058.97, 9086.30
08/22/17, 9140.02, 9213.45, 9133.60, 9200.94
08/21/17, 9097.87, 9148.38, 9078.38, 9121.93
08/18/17, 9147.48, 9161.10, 9075.79, 9095.31
08/17/17, 9363.15, 9363.15, 9150.90, 9152.45
08/16/17, 9382.46, 9447.61, 9370.70, 9377.22
08/15/17, 9351.51, 9385.05, 9337.22, 9371.07
08/14/17, 9237.39, 9362.69, 9236.02, 9347.55
08/11/17, 9121.75, 9248.51, 9117.17, 9199.05
08/10/17, 9214.95, 9218.11, 9118.51, 9119.74
08/09/17, 9211.41, 9239.30, 9179.85, 9235.41
08/08/17, 9256.73, 9328.85, 9209.52, 9232.85
08/07/17, 9284.63, 9294.13, 9260.13, 9284.66
08/04/17, 9214.28, 9289.92, 9188.26, 9277.63
08/03/17, 9169.26, 9212.97, 9161.69, 9202.40
08/02/17, 9143.62, 9177.27, 9111.45, 9174.99
08/01/17, 9199.84, 9242.80, 9124.55, 9145.75
07/31/17, 9236.94, 9255.61, 9179.28, 9182.78
07/28/17, 9179.29, 9236.36, 9165.47, 9227.07
07/27/17, 9421.26, 9421.26, 9147.30, 9189.61
07/26/17, 9499.78, 9527.43, 9413.34, 9484.12
07/25/17, 9472.97, 9543.64, 9471.65, 9489.48
07/24/17, 9466.46, 9482.91, 9426.07, 9428.20
07/21/17, 9438.02, 9485.92, 9408.22, 9471.27
07/20/17, 9547.20, 9565.43, 9451.75, 9483.09
07/19/17, 9612.07, 9612.07, 9535.80, 9575.73
07/18/17, 9686.84, 9694.49, 9627.91, 9633.05
07/17/17, 9699.39, 9725.65, 9641.92, 9698.20
07/14/17, 9709.80, 9763.66, 9687.12, 9742.76
07/13/17, 9710.53, 9742.76, 9690.22, 9703.23
07/12/17, 9647.02, 9727.62, 9647.02, 9716.32
07/11/17, 9673.76, 9673.76, 9555.97, 9599.43
07/10/17, 9677.70, 9716.81, 9656.28, 9673.80
07/07/17, 9591.15, 9704.52, 9591.15, 9694.94
07/06/17, 9608.20, 9638.02, 9560.87, 9576.16
07/05/17, 9644.20, 9683.16, 9603.49, 9645.91
07/03/17, 9601.44, 9681.88, 9598.88, 9639.63
06/30/17, 9514.88, 9606.16, 9507.79, 9563.73
06/29/17, 9528.89, 9540.60, 9439.03, 9481.44
06/28/17, 9438.98, 9542.48, 9438.98, 9517.44
06/27/17, 9432.83, 9465.21, 9383.67, 9383.67
06/26/17, 9409.68, 9493.75, 9409.68, 9442.03
06/23/17, 9318.32, 9422.86, 9305.55, 9388.67
06/22/17, 9299.37, 9338.65, 9256.07, 9319.84
06/21/17, 9313.50, 9321.41, 9264.05, 9292.61
06/20/17, 9468.65, 9468.65, 9303.82, 9303.82
06/19/17, 9427.96, 9482.42, 9407.88, 9476.63
06/16/17, 9406.52, 9420.40, 9368.67, 9414.07
06/15/17, 9347.55, 9412.69, 9316.43, 9409.01
06/14/17, 9474.07, 9481.01, 9353.10, 9387.33
06/13/17, 9399.82, 9462.76, 9394.73, 9456.65
06/12/17, 9322.76, 9393.76, 9283.98, 9388.79
06/09/17, 9337.75, 9370.52, 9266.61, 9327.88
06/08/17, 9338.23, 9368.36, 9297.29, 9332.14
06/07/17, 9270.80, 9354.07, 9225.06, 9334.58
06/06/17, 9281.52, 9311.89, 9253.62, 9274.40
06/05/17, 9325.08, 9352.02, 9290.65, 9307.17
06/02/17, 9302.69, 9406.24, 9295.70, 9331.72
06/01/17, 9188.45, 9284.33, 9171.84, 9277.44
05/31/17, 9172.61, 9184.52, 9087.95, 9163.90
05/30/17, 9155.59, 9200.28, 9116.21, 9163.66
05/26/17, 9148.55, 9192.03, 9140.91, 9176.20
05/25/17, 9049.02, 9175.57, 9039.41, 9163.84
05/24/17, 9017.71, 9047.87, 9000.84, 9022.52
05/23/17, 8975.37, 9021.30, 8932.79, 9009.67
05/22/17, 8898.32, 8974.25, 8898.32, 8964.65
05/19/17, 8827.96, 8935.83, 8822.30, 8879.19
05/18/17, 8774.48, 8892.45, 8744.36, 8818.58
05/17/17, 9004.73, 9004.73, 8775.31, 8783.74
05/16/17, 9077.22, 9082.77, 9017.98, 9062.85
05/15/17, 9012.23, 9098.97, 9009.74, 9067.23
05/12/17, 9010.95, 9044.62, 8980.01, 9001.14
05/11/17, 9052.37, 9058.33, 8952.78, 9037.99
05/10/17, 9126.56, 9130.96, 9053.18, 9072.35
05/09/17, 9095.25, 9154.95, 9095.25, 9130.28
05/08/17, 9186.71, 9196.46, 9079.44, 9092.81
05/05/17, 9148.55, 9190.76, 9127.97, 9189.97
05/04/17, 9140.08, 9196.81, 9089.71, 9138.13
05/03/17, 9149.40, 9149.40, 9081.11, 9133.14
05/02/17, 9076.00, 9157.96, 9075.09, 9153.97
05/01/17, 9113.95, 9131.43, 9062.27, 9070.15
04/28/17, 9203.01, 9211.24, 9077.34, 9097.63
04/27/17, 9129.12, 9227.86, 9123.15, 9193.99
04/26/17, 9225.61, 9275.35, 9166.64, 9167.74
04/25/17, 9258.38, 9318.20, 9247.78, 9249.42
04/24/17, 9235.47, 9301.72, 9234.62, 9282.99
04/21/17, 9142.03, 9157.86, 9085.97, 9133.81
04/20/17, 9041.29, 9144.97, 9033.43, 9126.13
04/19/17, 8973.12, 9043.67, 8962.68, 8976.35
04/18/17, 8968.49, 8991.82, 8903.25, 8933.10
04/17/17, 8888.33, 8990.66, 8876.88, 8990.42
04/13/17, 8961.24, 8985.12, 8874.11, 8874.56
04/12/17, 9155.43, 9163.90, 8968.80, 8971.84
04/11/17, 9142.52, 9142.52, 9031.83, 9135.58
04/10/17, 9112.85, 9218.30, 9112.85, 9178.70
04/07/17, 9123.21, 9139.69, 9075.76, 9104.81
04/06/17, 9089.34, 9165.18, 9076.45, 9134.17
04/05/17, 9123.15, 9210.93, 9087.46, 9095.98
04/04/17, 9073.96, 9104.11, 9052.46, 9100.67
04/03/17, 9122.91, 9167.07, 9048.23, 9086.24
03/31/17, 9132.59, 9157.47, 9114.42, 9116.51
03/30/17, 9072.77, 9165.99, 9072.10, 9151.60
03/29/17, 9068.02, 9115.64, 9052.02, 9075.39
03/28/17, 8926.58, 9133.23, 8923.90, 9096.83
03/27/17, 8855.62, 8957.03, 8798.27, 8935.11
03/24/17, 8949.55, 8992.81, 8890.37, 8928.78
03/23/17, 8984.21, 9038.33, 8928.29, 8936.15
03/22/17, 8951.53, 8993.26, 8903.74, 8987.19
03/21/17, 9123.88, 9133.32, 8921.00, 8930.66
03/20/17, 9157.69, 9167.84, 9097.85, 9101.04
03/17/17, 9190.46, 9196.79, 9129.54, 9145.50
03/16/17, 9223.90, 9239.91, 9163.87, 9181.08
03/15/17, 9103.78, 9269.56, 9081.76, 9229.32
03/14/17, 9231.21, 9231.21, 9097.98, 9123.06
03/13/17, 9285.30, 9309.25, 9229.33, 9251.68
03/10/17, 9208.37, 9296.20, 9208.37, 9289.81
03/09/17, 9270.56, 9307.23, 9179.19, 9208.64
03/08/17, 9323.31, 9332.05, 9259.89, 9271.47
03/07/17, 9405.36, 9415.85, 9305.52, 9317.04
03/06/17, 9446.23, 9447.25, 9362.65, 9420.28
03/03/17, 9452.62, 9495.37, 9400.83, 9491.61
03/02/17, 9569.52, 9569.52, 9433.56, 9439.47
03/01/17, 9481.25, 9639.33, 9481.25, 9593.95
02/28/17, 9479.37, 9494.49, 9409.96, 9419.86
02/27/17, 9414.68, 9476.71, 9370.21, 9474.44
02/24/17, 9288.77, 9421.95, 9262.91, 9421.87
02/23/17, 9465.97, 9484.72, 9321.67, 9335.80
02/22/17, 9497.06, 9497.06, 9407.09, 9448.55
02/21/17, 9496.06, 9541.03, 9484.72, 9531.75
02/17/17, 9444.28, 9495.57, 9408.22, 9495.39
02/16/17, 9521.79, 9524.18, 9420.09, 9474.98
02/15/17, 9457.93, 9566.10, 9451.29, 9554.35
02/14/17, 9461.62, 9471.12, 9405.56, 9444.22
02/13/17, 9412.24, 9499.18, 9409.75, 9475.78
02/10/17, 9360.44, 9411.18, 9349.65, 9393.79
02/09/17, 9253.56, 9371.98, 9250.96, 9331.17
02/08/17, 9210.13, 9251.72, 9158.78, 9245.89
02/07/17, 9244.18, 9276.78, 9197.45, 9213.36
02/06/17, 9241.63, 9311.77, 9203.13, 9231.82
02/03/17, 9119.68, 9249.78, 9119.68, 9241.56
02/02/17, 9126.32, 9162.62, 9047.40, 9103.29
02/01/17, 9173.43, 9236.71, 9096.19, 9171.39
01/31/17, 9277.32, 9277.32, 9137.05, 9191.98
01/30/17, 9368.29, 9368.54, 9216.29, 9329.34
01/27/17, 9480.68, 9480.68, 9392.23, 9444.28
01/26/17, 9411.76, 9502.50, 9403.50, 9468.77
01/25/17, 9323.49, 9428.78, 9318.07, 9421.01
01/24/17, 9154.40, 9314.13, 9147.70, 9288.59
01/23/17, 9215.86, 9219.44, 9091.17, 9138.19
01/20/17, 9165.91, 9227.81, 9135.12, 9224.57
01/19/17, 9231.18, 9265.19, 9122.04, 9163.96
01/18/17, 9058.82, 9147.54, 9034.12, 9140.87
01/17/17, 9169.32, 9188.96, 9079.57, 9099.58
01/13/17, 9153.18, 9221.95, 9152.02, 9202.34
01/12/17, 9173.71, 9174.00, 9046.52, 9144.47
01/11/17, 9124.95, 9195.28, 9107.31, 9186.32
01/10/17, 9035.74, 9144.40, 9025.08, 9095.07
01/09/17, 9091.17, 9091.17, 9003.04, 9022.83
01/06/17, 9052.12, 9145.85, 9014.18, 9104.08
01/05/17, 9096.83, 9145.72, 9016.01, 9051.76
01/04/17, 9045.48, 9121.54, 9035.34, 9115.72
01/03/17, 9081.61, 9170.17, 8980.34, 9023.86
12/30/16, 9097.14, 9107.15, 9019.41, 9043.90
12/29/16, 9096.47, 9141.48, 9052.55, 9085.14
12/28/16, 9198.99, 9237.14, 9084.66, 9088.49
12/27/16, 9198.50, 9241.84, 9196.00, 9199.23
12/23/16, 9174.80, 9198.09, 9163.16, 9190.64
12/22/16, 9220.24, 9225.98, 9138.86, 9159.64
12/21/16, 9276.04, 9286.71, 9228.67, 9229.44
12/20/16, 9250.91, 9320.19, 9247.63, 9309.67
12/19/16, 9169.57, 9233.71, 9169.57, 9232.98
12/16/16, 9270.01, 9286.98, 9159.09, 9167.49
12/15/16, 9243.09, 9361.17, 9224.01, 9258.86
12/14/16, 9346.24, 9362.50, 9207.85, 9218.36
12/13/16, 9344.75, 9402.41, 9275.56, 9345.85
12/12/16, 9388.30, 9397.13, 9292.85, 9322.64
12/09/16, 9443.49, 9490.29, 9379.53, 9407.19
12/08/16, 9373.65, 9426.72, 9307.15, 9421.08
12/07/16, 9142.58, 9383.65, 9135.43, 9371.61
12/06/16, 9084.41, 9144.62, 9046.22, 9140.27
12/05/16, 9089.28, 9129.70, 9061.50, 9081.61
12/02/16, 9049.02, 9075.82, 9032.24, 9048.96
12/01/16, 8976.96, 9074.63, 8976.96, 9037.20
11/30/16, 8918.72, 9042.65, 8906.36, 8981.65
11/29/16, 8956.19, 8991.61, 8938.43, 8943.58
11/28/16, 9027.21, 9029.59, 8933.34, 8962.46
11/25/16, 8999.92, 9044.21, 8999.92, 9044.21
11/23/16, 8909.22, 9003.67, 8909.10, 9000.04
11/22/16, 8918.79, 8943.42, 8892.47, 8911.48
11/21/16, 8869.45, 8907.88, 8868.23, 8897.34
11/18/16, 8788.92, 8859.06, 8765.04, 8856.47
11/17/16, 8752.37, 8797.29, 8737.23, 8791.23
11/16/16, 8801.22, 8816.82, 8716.49, 8749.08
11/15/16, 8792.88, 8844.53, 8725.75, 8814.50
11/14/16, 8603.38, 8771.71, 8602.71, 8765.71
11/11/16, 8530.59, 8579.32, 8499.73, 8578.65
11/10/16, 8422.28, 8611.17, 8422.28, 8556.60
11/09/16, 8301.13, 8425.45, 8189.62, 8397.31
11/08/16, 8285.11, 8345.77, 8158.04, 8328.29
11/07/16, 8116.68, 8330.91, 8116.68, 8330.36
11/04/16, 8051.56, 8143.76, 8034.84, 8075.14
11/03/16, 8040.90, 8108.70, 8035.61, 8053.09
11/02/16, 8004.24, 8067.37, 8003.57, 8025.80
11/01/16, 8068.01, 8095.91, 7958.79, 8008.38
10/31/16, 8043.52, 8075.26, 8028.78, 8058.02
10/28/16, 8018.61, 8085.40, 7972.50, 8018.55
10/27/16, 7987.42, 8019.40, 7935.68, 8014.96
10/26/16, 7947.83, 8034.69, 7885.70, 7967.02
10/25/16, 8040.36, 8070.87, 8014.93, 8019.16
10/24/16, 8044.74, 8100.20, 8044.74, 8056.44
10/21/16, 8006.73, 8035.97, 7950.69, 8026.65
10/20/16, 8085.62, 8097.49, 8017.85, 8036.34
10/19/16, 8018.37, 8088.63, 8012.00, 8064.72
10/18/16, 8031.71, 8087.90, 8005.00, 8008.56
10/17/16, 8002.41, 8049.26, 7991.99, 8009.53
10/14/16, 8082.14, 8134.83, 8037.43, 8039.29
10/13/16, 8027.14, 8076.48, 7937.90, 8055.34
10/12/16, 8088.72, 8108.58, 8045.05, 8054.98
10/11/16, 8145.71, 8152.01, 8060.49, 8086.59
10/10/16, 8073.68, 8145.55, 8073.68, 8137.09
10/07/16, 8122.89, 8122.89, 8021.72, 8056.86
10/06/16, 8121.43, 8140.07, 8087.75, 8128.19
10/05/16, 8087.38, 8145.40, 8086.83, 8128.01
10/04/16, 8124.54, 8171.93, 8063.29, 8074.89
10/03/16, 8061.68, 8101.57, 8042.24, 8099.38
09/30/16, 8005.64, 8105.93, 8005.64, 8078.79
